station,date,tobs,precipitation
USC00513117,2017-03-06,66,0.51
USC00513117,2017-03-07,65,0.0
USC00513117,2017-03-08,70,0.0
USC00513117,2017-03-09,67,0.8
USC00513117,2017-03-10,68,0.13
USC00513117,2017-03-11,68,0.03
USC00513117,2017-03-12,70,0.0
USC00513117,2017-03-13,70,0.0
USC00513117,2017-03-14,70,0.0
USC00513117,2017-03-15,71,0.0
USC00513117,2017-03-16,69,0.0
USC00513117,2017-03-17,69,0.19
USC00513117,2017-03-18,67,0.0
USC00513117,2017-03-19,72,0.0
USC00513117,2017-03-20,72,0.0
USC00513117,2017-03-21,73,0.0
USC00513117,2017-03-22,74,0.0
USC00513117,2017-03-23,74,0.0
USC00513117,2017-03-24,72,0.6
USC00513117,2017-03-25,72,0.13
USC00513117,2017-03-26,75,0.0
USC00513117,2017-03-27,74,0.0
USC00513117,2017-03-28,75,0.03
USC00513117,2017-03-29,73,0.0
USC00513117,2017-03-30,74,0.08
USC00513117,2017-03-31,74,0.0
USC00513117,2017-04-01,76,0.0
USC00513117,2017-04-02,74,0.0
USC00513117,2017-04-03,73,0.08
USC00513117,2017-04-04,72,0.04
USC00513117,2017-04-05,72,0.04
USC00513117,2017-04-06,73,0.0
USC00513117,2017-04-07,74,0.0
USC00513117,2017-04-08,73,0.0
USC00513117,2017-04-09,69,0.0
USC00513117,2017-04-10,71,0.01
USC00513117,2017-04-11,75,0.03
USC00513117,2017-04-12,74,0.03
USC00513117,2017-04-13,71,0.27
USC00513117,2017-04-14,70,0.69
USC00513117,2017-04-15,70,0.45
USC00513117,2017-04-16,69,0.49
USC00513117,2017-04-17,69,0.41
USC00513117,2017-04-18,70,0.08
USC00513117,2017-04-19,70,0.02
USC00513117,2017-04-20,75,0.33
USC00513117,2017-04-21,70,1.16
USC00513117,2017-04-22,74,1.01
USC00513117,2017-04-23,75,0.02
USC00513117,2017-04-24,76,0.0
USC00513117,2017-04-25,75,0.0
USC00513117,2017-04-26,78,0.0
USC00513117,2017-04-27,73,0.1
USC00513117,2017-04-28,70,2.6
USC00513117,2017-04-29,66,0.35
USC00513117,2017-04-30,61,1.21
USC00513117,2017-05-01,68,0.07
USC00513117,2017-05-02,73,0.03
USC00513117,2017-05-03,74,0.01
USC00513117,2017-05-04,77,0.0
USC00513117,2017-05-05,78,0.0
USC00513117,2017-05-06,75,0.0
USC00513117,2017-05-07,75,0.07
USC00513117,2017-05-08,71,0.22
USC00513117,2017-05-09,74,1.62
USC00513117,2017-05-10,75,0.05
USC00513117,2017-05-11,74,0.03
USC00513117,2017-05-12,74,0.04
USC00513117,2017-05-13,75,0.02
USC00513117,2017-05-14,75,0.05
USC00513117,2017-05-15,75,0.08
USC00513117,2017-05-16,75,0.03
USC00513117,2017-05-17,75,0.02
USC00513117,2017-05-18,70,0.09
USC00513117,2017-05-19,70,0.02
USC00513117,2017-05-20,72,0.0
USC00513117,2017-05-21,72,0.0
USC00513117,2017-05-22,76,0.0
USC00513117,2017-05-23,73,0.02
USC00513117,2017-05-24,75,0.58
USC00513117,2017-05-25,69,0.37
USC00513117,2017-05-26,73,0.02
USC00513117,2017-05-27,69,0.0
USC00513117,2017-05-28,71,0.29
USC00513117,2017-05-29,71,0.02
USC00513117,2017-05-30,74,0.2
USC00513117,2017-05-31,76,0.1
USC00513117,2017-06-01,76,0.03
USC00513117,2017-06-02,76,0.1
USC00513117,2017-06-03,76,0.2
USC00513117,2017-06-04,78,0.15
USC00513117,2017-06-05,76,0.0
USC00513117,2017-06-06,75,0.0
USC00513117,2017-06-07,75,0.0
USC00513117,2017-06-08,76,0.02
USC00513117,2017-06-09,78,0.02
USC00513117,2017-06-10,75,0.21
USC00513117,2017-06-11,73,0.24
USC00513117,2017-06-12,76,0.19
USC00513117,2017-06-13,76,0.36
USC00513117,2017-06-14,76,0.27
USC00513117,2017-06-15,77,0.17
USC00513117,2017-06-16,76,0.02
USC00513117,2017-06-17,77,0.35
USC00513117,2017-06-18,72,0.25
USC00513117,2017-06-19,77,0.05
USC00513117,2017-06-20,75,0.05
USC00513117,2017-06-21,82,0.02
USC00513117,2017-06-22,77,0.1
USC00513117,2017-06-23,76,0.0
USC00513117,2017-06-24,74,0.0
USC00513117,2017-06-25,73,0.08
USC00513117,2017-06-26,77,0.02
USC00513117,2017-06-27,77,0.0
USC00513117,2017-06-28,77,0.01
USC00513117,2017-06-29,76,0.03
USC00513117,2017-06-30,74,0.04
USC00513117,2017-07-01,76,0.06
USC00513117,2017-07-02,77,0.05
USC00513117,2017-07-03,77,0.13
USC00513117,2017-07-04,77,0.03
USC00513117,2017-07-05,77,0.0
USC00513117,2017-07-06,76,0.0
USC00513117,2017-07-07,77,0.02
USC00513117,2017-07-08,76,0.02
USC00513117,2017-07-09,76,0.09
USC00513117,2017-07-10,79,0.0
USC00513117,2017-07-11,76,0.01
USC00513117,2017-07-12,78,0.01
USC00513117,2017-07-13,76,0.33
USC00513117,2017-07-14,80,0.05
USC00513117,2017-07-15,79,0.03
USC00513117,2017-07-16,76,0.07
USC00513117,2017-07-17,75,0.12
USC00513117,2017-07-18,78,0.03
USC00513117,2017-07-19,78,0.0
USC00513117,2017-07-20,78,0.12
USC00513117,2017-07-21,78,0.0
USC00513117,2017-07-22,78,0.07
USC00513117,2017-07-23,75,0.06
USC00513117,2017-07-24,78,0.58
USC00513117,2017-07-25,78,0.03
USC00513117,2017-07-26,78,0.06
USC00513117,2017-07-27,77,0.0
USC00513117,2017-07-28,77,0.13
USC00513117,2017-07-29,78,0.06
USC00513117,2017-07-30,78,0.0
USC00513117,2017-07-31,77,0.0
USC00514830,2010-03-01,67,0.01
USC00514830,2010-03-02,70,0.0
USC00514830,2010-03-03,68,0.01
USC00514830,2010-03-04,67,0.48
USC00514830,2010-03-05,67,0.22
USC00514830,2010-03-06,74,0.06
USC00514830,2010-03-08,69,0.0
USC00514830,2010-03-09,70,0.03
USC00514830,2010-03-10,70,0.03
USC00514830,2010-03-11,72,0.32
USC00514830,2010-03-12,67,0.02
USC00514830,2010-03-14,70,0.0
USC00514830,2010-03-15,70,0.03
USC00514830,2010-03-17,66,0.0
USC00514830,2010-03-18,66,0.54
USC00514830,2010-03-19,66,0.07
USC00514830,2010-03-20,68,0.0
USC00514830,2010-03-21,72,0.0
USC00514830,2010-03-22,71,0.0
USC00514830,2010-03-23,70,0.0
USC00514830,2010-03-24,72,0.02
USC00514830,2010-03-25,72,0.13
USC00514830,2010-03-26,70,0.03
USC00514830,2010-03-27,74,0.0
USC00514830,2010-03-28,72,0.0
USC00514830,2010-03-29,70,0.01
USC00514830,2010-03-30,71,0.03
USC00514830,2010-03-31,67,0.04
USC00514830,2010-04-01,69,0.02
USC00514830,2010-04-02,71,0.05
USC00514830,2010-04-04,70,0.0
USC00514830,2010-04-05,70,0.1
USC00514830,2010-04-06,70,0.15
USC00514830,2010-04-07,71,0.05
USC00514830,2010-04-08,72,0.32
USC00514830,2010-04-09,71,0.04
USC00514830,2010-04-10,75,0.05
USC00514830,2010-04-11,68,0.09
USC00514830,2010-04-12,70,0.0
USC00514830,2010-04-13,68,0.02
USC00514830,2010-04-14,67,0.0
USC00514830,2010-04-15,68,0.0
USC00514830,2010-04-16,68,0.02
USC00514830,2010-04-17,70,0.0
USC00514830,2010-04-18,68,0.0
USC00514830,2010-04-19,70,0.0
USC00514830,2010-04-20,70,0.18
USC00514830,2010-04-21,71,0.06
USC00514830,2010-04-22,69,0.07
USC00514830,2010-04-23,72,0.05
USC00514830,2010-04-24,73,0.01
USC00514830,2010-04-25,73,0.0
USC00514830,2010-04-26,74,0.0
USC00514830,2010-04-27,73,0.02
USC00514830,2010-04-28,71,0.09
USC00514830,2010-04-29,72,0.01
USC00514830,2010-04-30,72,0.02
USC00514830,2010-05-01,72,0.24
USC00514830,2010-05-02,71,0.02
USC00514830,2010-05-03,70,0.75
USC00514830,2010-05-04,74,0.0
USC00514830,2010-05-05,72,0.0
USC00514830,2010-05-06,73,0.0
USC00514830,2010-05-08,73,0.0
USC00514830,2010-05-09,73,0.0
USC00514830,2010-05-10,72,0.04
USC00514830,2010-05-11,74,0.01
USC00514830,2010-05-12,72,0.03
USC00514830,2010-05-13,71,0.02
USC00514830,2010-05-14,75,0.0
USC00514830,2010-05-15,75,0.1
USC00514830,2010-05-17,73,0.0
USC00514830,2010-05-18,73,0.0
USC00514830,2010-05-19,73,0.0
USC00514830,2010-05-21,71,0.0
USC00514830,2010-05-22,76,0.01
USC00514830,2010-05-23,71,0.11
USC00514830,2010-05-24,73,0.12
USC00514830,2010-05-25,72,0.13
USC00514830,2010-05-26,72,0.11
USC00514830,2010-05-27,75,0.0
USC00514830,2010-05-28,74,0.0
USC00514830,2010-05-29,74,0.0
USC00514830,2010-05-30,73,0.04
USC00514830,2010-05-31,75,0.0
USC00514830,2010-06-01,73,0.01
USC00514830,2010-06-02,72,0.0
USC00514830,2010-06-03,74,0.0
USC00514830,2010-06-04,73,0.0
USC00514830,2010-06-05,72,0.0
USC00514830,2010-06-06,75,0.0
USC00514830,2010-06-07,74,0.09
USC00514830,2010-06-08,75,0.0
USC00514830,2010-06-09,73,0.0
USC00514830,2010-06-10,75,0.0
USC00514830,2010-06-11,76,0.0
USC00514830,2010-06-12,74,0.03
USC00514830,2010-06-13,74,0.0
USC00514830,2010-06-14,73,0.06
USC00514830,2010-06-15,73,0.03
USC00514830,2010-06-16,76,0.0
USC00514830,2010-06-17,75,0.0
USC00514830,2010-06-18,70,0.03
USC00514830,2010-06-19,75,0.04
USC00514830,2010-06-20,73,0.0
USC00514830,2010-06-21,74,0.0
USC00514830,2010-06-22,74,0.0
USC00514830,2010-06-23,74,0.0
USC00514830,2010-06-24,74,0.05
USC00514830,2010-06-25,70,0.12
USC00514830,2010-06-27,75,0.0
USC00514830,2010-06-28,74,0.18
USC00514830,2010-06-29,73,0.06
USC00514830,2010-06-30,74,0.03
USC00514830,2010-07-01,71,0.02
USC00514830,2010-07-02,69,0.32
USC00514830,2010-07-03,73,0.16
USC00514830,2010-07-04,72,0.08
USC00514830,2010-07-05,76,0.0
USC00514830,2010-07-06,73,0.15
USC00514830,2010-07-07,71,0.09
USC00514830,2010-07-08,70,0.14
USC00514830,2010-07-09,74,0.01
USC00514830,2010-07-10,71,0.06
USC00514830,2010-07-12,73,0.0
USC00514830,2010-07-13,72,0.0
USC00514830,2010-07-14,72,0.03
USC00514830,2010-07-15,75,0.13
USC00514830,2010-07-16,74,0.02
USC00514830,2010-07-18,75,0.0
USC00514830,2010-07-19,69,0.14
USC00514830,2010-07-20,75,0.17
USC00514830,2010-07-21,75,0.0
USC00514830,2010-07-22,75,0.11
USC00514830,2010-07-23,70,0.07
USC00514830,2010-07-26,75,0.0
USC00514830,2010-07-27,69,0.43
USC00514830,2010-07-28,74,0.03
USC00514830,2010-07-29,76,0.0
USC00514830,2010-07-30,75,0.06
USC00514830,2010-07-31,73,0.01
USC00514830,2010-08-01,71,0.25
USC00514830,2010-08-02,73,0.11
USC00514830,2010-08-03,71,0.04
USC00514830,2010-08-04,74,0.05
USC00514830,2010-08-05,72,0.29
USC00514830,2010-08-06,75,0.0
USC00514830,2010-08-07,76,0.09
USC00514830,2010-08-08,73,0.07
USC00514830,2010-08-09,74,0.04
USC00514830,2010-08-10,74,0.0
USC00514830,2010-08-11,73,0.01
USC00514830,2010-08-12,75,0.01
USC00514830,2010-08-13,76,0.01
USC00514830,2010-08-14,75,0.0
USC00514830,2010-08-15,75,0.0
USC00514830,2010-08-16,71,0.14
USC00514830,2010-08-17,73,0.0
USC00514830,2010-08-18,75,0.05
USC00514830,2010-08-19,76,0.13
USC00514830,2010-08-20,75,0.01
USC00514830,2010-08-21,74,0.0
USC00514830,2010-08-22,72,0.0
USC00514830,2010-08-23,77,0.0
USC00514830,2010-08-24,75,0.0
USC00514830,2010-08-25,75,0.02
USC00514830,2010-08-26,71,0.08
USC00514830,2010-08-27,75,0.15
USC00514830,2010-08-28,75,0.01
USC00514830,2010-08-29,74,0.1
USC00514830,2010-08-30,75,0.0
USC00514830,2010-08-31,73,0.0
USC00514830,2010-09-01,72,0.01
USC00514830,2010-09-02,71,0.06
USC00514830,2010-09-03,74,0.11
USC00514830,2010-09-04,76,0.0
USC00514830,2010-09-05,75,0.11
USC00514830,2010-09-06,77,0.03
USC00514830,2010-09-07,75,0.1
USC00514830,2010-09-08,75,0.05
USC00514830,2010-09-09,75,0.04
USC00514830,2010-09-10,75,0.01
USC00514830,2010-09-11,76,0.0
USC00514830,2010-09-12,76,0.0
USC00514830,2010-09-13,75,0.0
USC00514830,2010-09-14,75,0.04
USC00514830,2010-09-15,74,0.01
USC00514830,2010-09-16,76,0.02
USC00514830,2010-09-17,75,0.03
USC00514830,2010-09-18,75,0.0
USC00514830,2010-09-19,74,0.06
USC00514830,2010-09-20,74,0.03
USC00514830,2010-09-21,74,0.01
USC00514830,2010-09-22,71,0.41
USC00514830,2010-09-23,75,0.57
USC00514830,2010-09-24,76,0.0
USC00514830,2010-09-25,75,0.0
USC00514830,2010-09-26,75,0.0
USC00514830,2010-09-27,73,0.0
USC00514830,2010-09-28,76,0.01
USC00514830,2010-09-29,73,0.0
USC00514830,2010-09-30,73,0.03
USC00514830,2010-10-01,71,0.3
USC00514830,2010-10-02,75,0.09
USC00514830,2010-10-03,76,0.01
USC00514830,2010-10-04,74,0.11
USC00514830,2010-10-05,76,0.02
USC00514830,2010-10-06,75,0.0
USC00514830,2010-10-07,75,0.0
USC00514830,2010-10-08,75,0.0
USC00514830,2010-10-09,75,0.0
USC00514830,2010-10-10,74,0.03
USC00514830,2010-10-11,74,0.04
USC00514830,2010-10-12,74,0.03
USC00514830,2010-10-13,75,0.01
USC00514830,2010-10-14,75,0.0
USC00514830,2010-10-15,75,0.0
USC00514830,2010-10-17,74,0.0
USC00514830,2010-10-18,74,0.0
USC00514830,2010-10-19,71,0.01
USC00514830,2010-10-20,73,0.0
USC00514830,2010-10-21,72,0.82
USC00514830,2010-10-22,76,0.0
USC00514830,2010-10-23,76,0.0
USC00514830,2010-10-24,76,0.0
USC00514830,2010-10-25,74,0.0
USC00514830,2010-10-26,71,0.04
USC00514830,2010-10-27,74,0.11
USC00514830,2010-10-28,74,0.12
USC00514830,2010-10-29,74,0.28
USC00514830,2010-11-01,72,0.0
USC00514830,2010-11-02,72,0.03
USC00514830,2010-11-03,68,0.13
USC00514830,2010-11-04,70,0.18
USC00514830,2010-11-05,73,0.09
USC00514830,2010-11-06,70,0.35
USC00514830,2010-11-07,73,0.14
USC00514830,2010-11-08,73,0.0
USC00514830,2010-11-09,74,0.01
USC00514830,2010-11-10,73,0.0
USC00514830,2010-11-11,73,0.01
USC00514830,2010-11-12,74,0.01
USC00514830,2010-11-13,74,0.1
USC00514830,2010-11-14,73,0.01
USC00514830,2010-11-15,72,0.08
USC00514830,2010-11-16,73,0.0
USC00514830,2010-11-17,72,0.0
USC00514830,2010-11-18,71,0.0
USC00514830,2010-11-19,75,0.16
USC00514830,2010-11-20,70,0.01
USC00514830,2010-11-22,70,0.0
USC00514830,2010-11-23,70,0.0
USC00514830,2010-11-24,74,0.0
USC00514830,2010-11-26,73,0.0
USC00514830,2010-11-27,73,0.0
USC00514830,2010-11-28,71,0.54
USC00514830,2010-11-29,74,0.22
USC00514830,2010-11-30,73,0.01
USC00514830,2010-12-01,73,0.03
USC00514830,2010-12-02,73,0.06
USC00514830,2010-12-03,71,0.22
USC00514830,2010-12-04,72,0.0
USC00514830,2010-12-05,71,0.0
USC00514830,2010-12-06,64,0.0
USC00514830,2010-12-07,71,0.0
USC00514830,2010-12-08,62,0.0
USC00514830,2010-12-09,70,0.12
USC00514830,2010-12-10,64,2.01
USC00514830,2010-12-11,64,0.26
USC00514830,2010-12-12,70,0.01
USC00514830,2010-12-13,70,0.65
USC00514830,2010-12-14,69,0.0
USC00514830,2010-12-15,72,0.0
USC00514830,2010-12-16,68,0.0
USC00514830,2010-12-17,68,0.0
USC00514830,2010-12-18,65,0.0
USC00514830,2010-12-19,67,2.43
USC00514830,2010-12-20,68,2.55
USC00514830,2010-12-21,70,0.49
USC00514830,2010-12-22,67,0.05
USC00514830,2010-12-23,73,0.02
USC00514830,2010-12-24,70,0.0
USC00514830,2010-12-26,68,0.0
USC00514830,2010-12-27,72,0.15
USC00514830,2010-12-28,69,0.96
USC00514830,2010-12-29,71,0.01
USC00514830,2010-12-30,70,0.05
USC00514830,2010-12-31,75,0.0
USC00514830,2011-01-01,75,0.14
USC00514830,2011-01-02,71,0.0
USC00514830,2011-01-03,73,0.04
USC00514830,2011-01-04,70,0.0
USC00514830,2011-01-05,64,0.0
USC00514830,2011-01-06,65,0.13
USC00514830,2011-01-07,65,0.0
USC00514830,2011-01-08,64,0.0
USC00514830,2011-01-09,59,0.08
USC00514830,2011-01-10,70,0.0
USC00514830,2011-01-11,58,0.61
USC00514830,2011-01-12,66,0.54
USC00514830,2011-01-13,68,3.91
USC00514830,2011-01-14,74,0.17
USC00514830,2011-01-16,67,0.0
USC00514830,2011-01-17,68,0.07
USC00514830,2011-01-18,66,0.0
USC00514830,2011-01-19,65,0.07
USC00514830,2011-01-20,70,0.03
USC00514830,2011-01-21,71,0.1
USC00514830,2011-01-22,73,0.0
USC00514830,2011-01-23,69,0.0
USC00514830,2011-01-24,70,0.0
USC00514830,2011-01-25,65,0.0
USC00514830,2011-01-26,67,0.0
USC00514830,2011-01-27,69,0.0
USC00514830,2011-01-28,70,0.0
USC00514830,2011-01-31,67,0.0
USC00514830,2011-02-01,69,0.0
USC00514830,2011-02-02,70,0.0
USC00514830,2011-02-03,70,0.0
USC00514830,2011-02-04,66,0.0
USC00514830,2011-02-07,69,0.0
USC00514830,2011-02-08,70,0.3
USC00514830,2011-02-09,70,0.0
USC00514830,2011-02-10,72,0.0
USC00514830,2011-02-11,66,0.34
USC00514830,2011-02-13,67,0.0
USC00514830,2011-02-14,68,0.0
USC00514830,2011-02-15,70,0.0
USC00514830,2011-02-17,73,0.0
USC00514830,2011-02-18,73,0.0
USC00514830,2011-02-20,74,0.0
USC00514830,2011-02-21,75,0.0
USC00514830,2011-02-22,73,0.0
USC00514830,2011-02-23,71,0.0
USC00514830,2011-02-24,68,3.33
USC00514830,2011-02-25,71,0.0
USC00514830,2011-02-28,70,0.0
USC00514830,2011-03-01,68,0.05
USC00514830,2011-03-02,70,0.0
USC00514830,2011-03-03,70,0.2
USC00514830,2011-03-04,73,1.45
USC00514830,2011-03-05,68,0.26
USC00514830,2011-03-06,75,0.64
USC00514830,2011-03-07,71,0.0
USC00514830,2011-03-08,73,0.03
USC00514830,2011-03-09,70,0.16
USC00514830,2011-03-10,68,1.4
USC00514830,2011-03-11,72,0.02
USC00514830,2011-03-14,73,0.0
USC00514830,2011-03-15,72,0.0
USC00514830,2011-03-16,71,0.0
USC00514830,2011-03-17,72,0.07
USC00514830,2011-03-18,70,0.1
USC00514830,2011-03-19,71,0.14
USC00514830,2011-03-21,71,0.0
USC00514830,2011-03-22,71,0.04
USC00514830,2011-03-23,70,0.0
USC00514830,2011-03-24,72,0.15
USC00514830,2011-03-26,68,0.0
USC00514830,2011-03-28,71,0.0
USC00514830,2011-03-29,72,0.0
USC00514830,2011-03-30,72,0.0
USC00514830,2011-03-31,75,0.0
USC00514830,2011-04-01,71,0.35
USC00514830,2011-04-04,72,0.0
USC00514830,2011-04-05,71,0.0
USC00514830,2011-04-06,70,0.0
USC00514830,2011-04-07,67,0.59
USC00514830,2011-04-08,69,0.31
USC00514830,2011-04-10,74,0.0
USC00514830,2011-04-11,72,0.0
USC00514830,2011-04-12,72,0.0
USC00514830,2011-04-13,69,0.0
USC00514830,2011-04-14,73,0.0
USC00514830,2011-04-15,76,0.0
USC00514830,2011-04-17,76,0.0
USC00514830,2011-04-18,74,0.0
USC00514830,2011-04-19,73,0.0
USC00514830,2011-04-20,71,0.0
USC00514830,2011-04-21,74,0.0
USC00514830,2011-04-22,73,0.0
USC00514830,2011-04-23,77,0.04
USC00514830,2011-04-25,74,0.0
USC00514830,2011-04-26,74,0.0
USC00514830,2011-04-27,71,0.03
USC00514830,2011-04-28,74,0.0
USC00514830,2011-04-29,72,0.34
USC00514830,2011-04-30,75,0.12
USC00514830,2011-05-02,75,0.0
USC00514830,2011-05-03,71,0.64
USC00514830,2011-05-04,73,0.11
USC00514830,2011-05-05,71,0.08
USC00514830,2011-05-06,69,0.4
USC00514830,2011-05-07,70,0.99
USC00514830,2011-05-09,72,0.0
USC00514830,2011-05-10,73,0.38
USC00514830,2011-05-11,73,0.01
USC00514830,2011-05-12,73,0.0
USC00514830,2011-05-13,73,0.0
USC00514830,2011-05-16,74,0.0
USC00514830,2011-05-17,73,0.0
USC00514830,2011-05-18,68,0.56
USC00514830,2011-05-19,74,0.02
USC00514830,2011-05-20,74,0.0
USC00514830,2011-05-22,73,0.0
USC00514830,2011-05-23,74,0.0
USC00514830,2011-05-24,74,0.0
USC00514830,2011-05-25,73,0.01
USC00514830,2011-05-26,73,0.02
USC00514830,2011-05-27,74,0.09
USC00514830,2011-05-29,75,0.0
USC00514830,2011-05-31,74,0.0
USC00514830,2011-06-01,72,0.19
USC00514830,2011-06-02,73,0.04
USC00514830,2011-06-03,67,1.75
USC00514830,2011-06-04,69,1.14
USC00514830,2011-06-05,76,3.6
USC00514830,2011-06-06,73,0.0
USC00514830,2011-06-07,70,0.05
USC00514830,2011-06-08,72,0.17
USC00514830,2011-06-09,74,0.0
USC00514830,2011-06-10,72,0.02
USC00514830,2011-06-13,72,0.0
USC00514830,2011-06-14,75,0.02
USC00514830,2011-06-15,73,0.0
USC00514830,2011-06-16,73,0.13
USC00514830,2011-06-17,72,0.0
USC00514830,2011-06-18,74,0.0
USC00514830,2011-06-19,76,0.12
USC00514830,2011-06-21,72,0.0
USC00514830,2011-06-22,74,0.2
USC00514830,2011-06-23,70,0.09
USC00514830,2011-06-24,74,0.17
USC00514830,2011-06-25,74,0.03
USC00514830,2011-06-27,74,0.0
USC00514830,2011-06-28,71,0.12
USC00514830,2011-07-01,74,0.01
USC00514830,2011-07-03,77,0.0
USC00514830,2011-07-04,76,0.02
USC00514830,2011-07-05,73,0.14
USC00514830,2011-07-06,73,0.0
USC00514830,2011-07-07,73,0.06
USC00514830,2011-07-08,74,0.15
USC00514830,2011-07-09,74,0.07
USC00514830,2011-07-10,76,0.02
USC00514830,2011-07-12,75,0.0
USC00514830,2011-07-13,75,0.03
USC00514830,2011-07-14,74,0.01
USC00514830,2011-07-15,76,0.13
USC00514830,2011-07-16,77,0.02
USC00514830,2011-07-18,76,0.0
USC00514830,2011-07-19,75,0.01
USC00514830,2011-07-20,74,0.1
USC00514830,2011-07-21,76,0.0
USC00514830,2011-07-22,75,0.07
USC00514830,2011-07-25,75,0.0
USC00514830,2011-07-26,73,0.01
USC00514830,2011-07-27,74,0.13
USC00514830,2011-07-28,74,0.0
USC00514830,2011-07-29,75,0.04
USC00514830,2011-07-30,76,0.39
USC00514830,2011-08-01,72,0.0
USC00514830,2011-08-02,74,0.03
USC00514830,2011-08-03,73,0.02
USC00514830,2011-08-04,74,0.01
USC00514830,2011-08-05,73,0.02
USC00514830,2011-08-07,78,0.0
USC00514830,2011-08-13,77,0.0
USC00514830,2011-08-15,75,0.0
USC00514830,2011-08-16,73,0.01
USC00514830,2011-08-17,74,0.0
USC00514830,2011-08-18,76,0.0
USC00514830,2011-08-25,75,0.0
USC00514830,2011-08-26,76,0.06
USC00514830,2011-08-27,78,0.12
USC00514830,2011-08-29,75,0.0
USC00514830,2011-08-30,75,0.11
USC00514830,2011-08-31,75,0.12
USC00514830,2011-09-01,75,0.03
USC00514830,2011-09-02,75,0.08
USC00514830,2011-09-03,76,0.07
USC00514830,2011-09-04,78,0.03
USC00514830,2011-09-06,71,0.0
USC00514830,2011-09-07,74,0.0
USC00514830,2011-09-09,76,0.0
USC00514830,2011-09-10,78,0.23
USC00514830,2011-09-12,76,0.0
USC00514830,2011-09-13,74,0.05
USC00514830,2011-09-14,76,0.0
USC00514830,2011-09-15,75,0.02
USC00514830,2011-09-16,75,0.02
USC00514830,2011-09-17,78,0.04
USC00514830,2011-09-19,77,0.0
USC00514830,2011-09-20,75,0.0
USC00514830,2011-09-21,75,0.06
USC00514830,2011-09-22,75,0.0
USC00514830,2011-09-23,74,0.03
USC00514830,2011-09-26,72,0.0
USC00514830,2011-09-27,75,0.0
USC00514830,2011-09-28,75,0.02
USC00514830,2011-09-29,74,0.0
USC00514830,2011-09-30,76,0.02
USC00514830,2011-10-01,77,0.19
USC00514830,2011-10-02,76,0.0
USC00514830,2011-10-03,76,0.0
USC00514830,2011-10-04,74,0.08
USC00514830,2011-10-05,76,0.03
USC00514830,2011-10-06,70,0.08
USC00514830,2011-10-07,73,0.02
USC00514830,2011-10-08,76,0.01
USC00514830,2011-10-10,77,0.0
USC00514830,2011-10-11,75,0.07
USC00514830,2011-10-12,75,0.01
USC00514830,2011-10-13,74,0.11
USC00514830,2011-10-14,73,0.01
USC00514830,2011-10-15,74,0.08
USC00514830,2011-10-17,75,0.0
USC00514830,2011-10-18,72,0.0
USC00514830,2011-10-19,68,0.54
USC00514830,2011-10-20,73,0.07
USC00514830,2011-10-21,73,0.0
USC00514830,2011-10-22,77,0.0
USC00514830,2011-10-24,70,0.0
USC00514830,2011-10-25,74,0.0
USC00514830,2011-10-26,73,0.0
USC00514830,2011-10-27,72,0.0
USC00514830,2011-10-28,73,0.08
USC00514830,2011-10-29,76,0.0
USC00514830,2011-10-30,75,0.27
USC00514830,2011-10-31,74,0.39
USC00514830,2011-11-01,74,0.7
USC00514830,2011-11-02,69,0.12
USC00514830,2011-11-03,72,0.12
USC00514830,2011-11-04,71,0.4
USC00514830,2011-11-05,74,0.06
USC00514830,2011-11-07,72,0.0
USC00514830,2011-11-08,72,0.08
USC00514830,2011-11-09,71,0.02
USC00514830,2011-11-10,74,0.05
USC00514830,2011-11-11,75,0.07
USC00514830,2011-11-14,74,0.0
USC00514830,2011-11-15,71,0.0
USC00514830,2011-11-16,72,0.0
USC00514830,2011-11-17,73,0.0
USC00514830,2011-11-18,72,0.21
USC00514830,2011-11-19,74,0.09
USC00514830,2011-11-21,72,0.0
USC00514830,2011-11-22,72,0.04
USC00514830,2011-11-23,71,0.0
USC00514830,2011-11-25,74,0.0
USC00514830,2011-11-27,71,0.0
USC00514830,2011-11-28,69,0.0
USC00514830,2011-11-29,67,0.0
USC00514830,2011-11-30,67,0.14
USC00514830,2011-12-01,70,0.04
USC00514830,2011-12-02,68,0.24
USC00514830,2011-12-03,73,0.02
USC00514830,2011-12-04,71,0.0
USC00514830,2011-12-05,71,0.0
USC00514830,2011-12-06,70,0.0
USC00514830,2011-12-07,70,0.04
USC00514830,2011-12-08,70,0.0
USC00514830,2011-12-09,70,0.02
USC00514830,2011-12-10,72,0.36
USC00514830,2011-12-12,74,0.0
USC00514830,2011-12-13,71,0.47
USC00514830,2011-12-14,70,0.1
USC00514830,2011-12-15,70,0.04
USC00514830,2011-12-16,69,0.07
USC00514830,2011-12-18,71,0.0
USC00514830,2011-12-19,70,0.16
USC00514830,2011-12-20,70,0.05
USC00514830,2011-12-21,72,0.25
USC00514830,2011-12-22,72,0.12
USC00514830,2011-12-24,72,0.0
USC00514830,2011-12-26,72,0.0
USC00514830,2011-12-27,72,0.03
USC00514830,2011-12-29,70,0.0
USC00514830,2011-12-30,66,0.0
USC00514830,2011-12-31,71,0.08
USC00514830,2012-01-01,70,0.0
USC00514830,2012-01-03,67,0.0
USC00514830,2012-01-04,70,0.0
USC00514830,2012-01-05,70,0.0
USC00514830,2012-01-06,71,0.0
USC00514830,2012-01-07,71,0.0
USC00514830,2012-01-08,71,0.0
USC00514830,2012-01-09,73,0.0
